source;source_lat;source_lng;target;target_lat;target_lng;cost;directed
1302847919;-3.7370692;-38.5787043;1295889413;-3.7364202;-38.578809;0.000657391124065766;f
264954779;-3.8286371;-38.5204567;264954781;-3.8287784;-38.5205164;0.000153394198065615;f
529690855;-3.7703561;-38.4361395;529690861;-3.7699474;-38.4363903;0.000479516767170974;f
263283112;-3.7413154;-38.6048809;263283114;-3.7404667;-38.605006;0.000857870444765163;f
1304306463;-3.6911357;-38.6120991;1304306491;-3.6910715;-38.6119006;0.000208623800179377;f
477116651;-3.7268652;-38.5123072;599631346;-3.7267526;-38.5126436;0.000354744584167966;t
629736545;-3.7523821;-38.5449734;629736352;-3.7531013;-38.5441503;0.00109304265699389;f
264898927;-3.7572456;-38.5389537;626198440;-3.7581978;-38.539241;0.00099459847677238;t
1302847888;-3.7354784;-38.5929238;1302848030;-3.7356309;-38.5933722;0.000473623067424538;t
1275276108;-3.7581133;-38.5713351;1285208027;-3.7584372;-38.5708375;0.0005937313954942;f
263973323;-3.7492865;-38.6179927;263973325;-3.7498593;-38.6177705;0.000614388053270037;f
1243889539;-3.8228661;-38.6197025;1243889492;-3.821835;-38.6187063;0.00143372997806634;t
264943577;-3.8003799;-38.5304171;264943579;-3.8010642;-38.530101;0.000753780936346613;t
265639709;-3.7660623;-38.5497968;628525256;-3.7667241;-38.5490854;0.000971632234952954;f
1194333572;-3.8377615;-38.6038991;1194333573;-3.8391531;-38.6006161;0.00356575932446011;f
1524517310;-3.7647035;-38.6384971;344783216;-3.7649313;-38.6361727;0.00233553595562046;f
629736434;-3.7532146;-38.5472457;629736438;-3.752546;-38.5480889;0.00107610975277128;f
477466878;-3.7405518;-38.518049;477466884;-3.7399322;-38.5178588;0.000648135942530034;t
1288548434;-3.7626865;-38.5659392;1288548452;-3.7623101;-38.5665325;0.000702624971089226;f
1302847930;-3.7293141;-38.587224;1289742041;-3.7290149;-38.5865486;0.00073870548935149;f
626197773;-3.7673085;-38.5495974;628525256;-3.7667241;-38.5490854;0.000776960333608287;f
1289742291;-3.7473799;-38.6119514;1289742053;-3.7473766;-38.6103388;0.00161260337653266;f
263929787;-3.7914134;-38.5561245;263929789;-3.7916503;-38.5560546;0.000246997206461845;f
499842325;-3.7728663;-38.619298;499842328;-3.7733373;-38.6178131;0.00155780904157209;f
1524517295;-3.760762;-38.6523111;1524517284;-3.7606611;-38.6523444;0.000106252999957198;t
1302847993;-3.7381088;-38.5949234;1289742202;-3.738725;-38.5948367;0.000622269499493251;f
622393955;-3.7965206;-38.4942851;264955249;-3.7955366;-38.4941831;0.00098927245994185;f
629736385;-3.7514521;-38.5411238;263951170;-3.7514011;-38.5411774;7.39862149330535e-05;f
626198626;-3.7625123;-38.5297705;626198631;-3.7604277;-38.5289324;0.00224676851722476;f
626124713;-3.7378689;-38.5457126;626124715;-3.7384269;-38.545113;0.000819075185804732;f
622541776;-3.7648503;-38.5090541;263930391;-3.7666644;-38.5091988;0.00181986178046557;t
616297131;-3.7396903;-38.4908957;621557248;-3.7387648;-38.4905914;0.000974242649446982;t
265085035;-3.7132032;-38.5827128;265085036;-3.713241;-38.5829149;0.000205604596247829;f
622032108;-3.7717284;-38.4962324;622032109;-3.7720924;-38.4950522;0.00123505790956691;f
1355406382;-3.7465949;-38.6034739;1355406232;-3.7458971;-38.603515;0.000699009334701617;f
100491541;-3.7665583;-38.4621131;100512299;-3.767074;-38.4621127;0.000515700155129161;f
616542014;-3.7353132;-38.5185182;616542013;-3.7340264;-38.5181098;0.00135005362856583;t
1295889403;-3.711537;-38.5893611;1295889300;-3.7112224;-38.5881691;0.00123281675848058;f
263283143;-3.8034558;-38.6121012;263283146;-3.8031447;-38.6120554;0.000314453255667205;f
265203918;-3.7227239;-38.5232418;265203921;-3.7228281;-38.5229407;0.000318620228486676;t
622031831;-3.7902703;-38.4855894;622031823;-3.7911481;-38.4855572;0.000878390391568607;f
616919190;-3.7733046;-38.4856404;616919234;-3.7742303;-38.4858898;0.000958707906508081;f
265084969;-3.7096998;-38.586679;265084954;-3.7095359;-38.5866608;0.000164907398257267;f
616541952;-3.7564553;-38.5176378;616541954;-3.7563268;-38.5164898;0.00115516935987815;f
1288548299;-3.7619081;-38.5671178;1288548446;-3.7615295;-38.567746;0.000733466563656145;f
622022514;-3.7683347;-38.472468;622022515;-3.7695445;-38.4716741;0.00144702911166162;f
1285208048;-3.7492521;-38.5604562;1288548297;-3.7501396;-38.5613569;0.00126448279545593;f
706450473;-3.72123;-38.5574185;344784866;-3.7209598;-38.5585388;0.00115242358966146;t
263929864;-3.8185513;-38.5517089;263929867;-3.8191679;-38.5518376;0.000629888283744997;f
264955364;-3.8000331;-38.5066474;264955199;-3.800186;-38.5067592;0.000189413964637964;t
1304306612;-3.7009432;-38.5891648;1304306890;-3.7008947;-38.5890323;0.000141097484030932;t
265639695;-3.7466839;-38.5382131;265639696;-3.7462016;-38.5380157;0.000521133428210926;t
100481630;-3.7666817;-38.4987583;100496436;-3.7658068;-38.4988163;0.00087682039780114;f
1327059574;-3.7760095;-38.5004079;622031887;-3.7757537;-38.5012535;0.000883443829565103;f
265203803;-3.7116682;-38.5572254;265203807;-3.7118901;-38.55548;0.00175944899613214;t
265207202;-3.6951428;-38.6312233;265207216;-3.6949635;-38.631143;0.000196460123180543;t
1295889396;-3.6977836;-38.5803634;1295889426;-3.698111;-38.5796553;0.000780125868053226;f
1327035243;-3.8334891;-38.4920935;1327035249;-3.833009;-38.4920275;0.000484615321673172;t
264719301;-3.7776456;-38.4749049;264719302;-3.77789;-38.4751498;0.000345987528675971;f
1524517304;-3.7613152;-38.652977;263982060;-3.7612745;-38.6528191;0.00016306103151677;t
623733046;-3.7528176;-38.4970884;623733049;-3.7526367;-38.4973573;0.000324086439082534;f
1283719320;-3.7582843;-38.6153521;1355406542;-3.7582582;-38.6158851;0.000533638651146113;f
622539994;-3.7471761;-38.5130466;622540150;-3.7484561;-38.5134569;0.00134415255458551;t
1178981404;-3.7667486;-38.5690501;1178981401;-3.766864;-38.5691946;0.000184925417402035;t
628524642;-3.7702401;-38.546162;628524651;-3.7695764;-38.5456792;0.000820727439531777;f
263282917;-3.7362924;-38.6105768;263282919;-3.737063;-38.6104498;0.00078099510881943;f
265204131;-3.7111238;-38.5588135;1463034541;-3.7107179;-38.5600672;0.00131777027588223;t
622392747;-3.7850523;-38.4999814;622393154;-3.786008;-38.5002611;0.00099578842130247;f
587741492;-3.7287111;-38.5140875;477466903;-3.7279857;-38.5138595;0.000760387506472701;t
263283293;-3.8068486;-38.6176161;263283296;-3.806424;-38.6176235;0.00042466447932469;f
1467251019;-3.7273381;-38.4954088;599631598;-3.7272709;-38.4954397;7.39638425170191e-05;t
264770427;-3.7448541;-38.5303907;264770428;-3.7450472;-38.529718;0.000699866344378732;f
622032095;-3.7765268;-38.4855083;616927731;-3.777549;-38.4858361;0.00107347365128378;f
1288548431;-3.7511771;-38.5583409;265075366;-3.750767;-38.5587875;0.000606327939322545;t
616663055;-3.7201497;-38.5640505;616663056;-3.7211675;-38.563747;0.00106208713861002;f
263951167;-3.7524212;-38.5401058;263951165;-3.7525464;-38.5400061;0.000160047274265822;t
595251448;-3.72328;-38.6427676;595251302;-3.7237832;-38.6430144;0.000560464521624632;t
499842507;-3.7752386;-38.6252975;499842509;-3.7752814;-38.6249285;0.000371473875258226;f
622050718;-3.7882363;-38.4754399;616918317;-3.7889504;-38.4753219;0.000723783676246122;f
1355406531;-3.7415696;-38.603266;1355406199;-3.7415028;-38.6027745;0.000496018638758156;f
1302848046;-3.7363345;-38.5911771;1302847895;-3.7366477;-38.5909905;0.000364573449393005;f
599631243;-3.7216329;-38.5248277;265203609;-3.7220128;-38.5237205;0.00117056219399043;t
265020938;-3.7444282;-38.5450356;265020939;-3.7450529;-38.5456616;0.000884378928969323;t
253390896;-3.7789874;-38.5160669;253390897;-3.7791364;-38.5161812;0.000187791080725267;t
1295889282;-3.7151021;-38.6007321;1304307063;-3.7165701;-38.6013746;0.00160244508486168;t
100439453;-3.6968019;-38.5909867;100460396;-3.6968563;-38.5897781;0.00120982367310814;f
482794788;-3.72996;-38.5217101;482156280;-3.7309053;-38.5220196;0.000994677002850451;t
264955038;-3.8508912;-38.5650727;264955037;-3.8503709;-38.5650195;0.00052301274363076;f
622393977;-3.7989936;-38.4905086;622393974;-3.7991537;-38.489451;0.00106964936777949;f
616918329;-3.7884151;-38.4685949;616918332;-3.788201;-38.46602;0.00258378575350107;t
616662747;-3.7239397;-38.5752728;616662748;-3.7257597;-38.5744789;0.00198561758906302;f
1288548171;-3.7543235;-38.5704608;1288548409;-3.7549501;-38.5694529;0.0011867982010414;f
1295889254;-3.7351963;-38.5841918;1295889138;-3.7353957;-38.585543;0.00136583373805358;f
616348318;-3.7466033;-38.4985359;616348214;-3.7475588;-38.4988211;0.000997155599693888;t
616325606;-3.7420024;-38.4745525;621913073;-3.7421059;-38.4745892;0.000109814115666553;f
626124694;-3.7401849;-38.545233;626124695;-3.7396738;-38.5448734;0.000624928291888262;f
263331247;-3.7465401;-38.5978655;263331218;-3.7461847;-38.5978489;0.000355787464646525;f
1283720000;-3.7497789;-38.6137945;1283719690;-3.7497842;-38.6136765;0.00011811896545484;f
100498661;-3.7001087;-38.5920158;100472256;-3.6994636;-38.5917596;0.000694112706984597;f
263284135;-3.7716421;-38.5652986;263284140;-3.7716076;-38.5649645;0.000335876554700653;f
622032046;-3.7785585;-38.506296;622032047;-3.778323;-38.5061887;0.000258792465112922;f
1271040225;-3.7680474;-38.6035506;1271040226;-3.768224;-38.603749;0.000265612725600418;t
1301113464;-3.7199351;-38.5130936;477466913;-3.720233;-38.5114301;0.00168996350848116;t
482988520;-3.743269;-38.5556834;482988521;-3.7425524;-38.5558596;0.000737944442352928;t
321007183;-3.7245294;-38.4912601;100498429;-3.7241996;-38.4904137;0.000908383729489241;f
1304306583;-3.7161965;-38.6026745;1304306417;-3.7163162;-38.6022642;0.000427404000915846;t
253390847;-3.7982018;-38.5059979;253390848;-3.8010411;-38.504682;0.00312941165396695;t
626197717;-3.7579731;-38.5360362;264898895;-3.7560273;-38.5383847;0.00304985079799283;f
1288548451;-3.7608714;-38.5655901;1288548150;-3.7604766;-38.5661783;0.000708411095335875;f
622032181;-3.7692875;-38.4977559;622032147;-3.7676356;-38.4970204;0.00180824054262863;f
263323248;-3.7655859;-38.6309629;263323251;-3.7658224;-38.6328239;0.00187596728382796;f
1463034550;-3.709158;-38.5596566;616663009;-3.7095358;-38.5583991;0.00131302669050753;f
628524916;-3.7637394;-38.5501125;628524920;-3.7643427;-38.5505966;0.000773513865422664;f
1289742010;-3.7382272;-38.6162635;1289742230;-3.7385248;-38.6163389;0.000307003127020036;f
100460148;-3.7135245;-38.6110018;100441994;-3.7140403;-38.6110016;0.000515800038774782;f
263283550;-3.7918472;-38.6049637;263283552;-3.7917207;-38.6048817;0.000150752280247497;f
622414411;-3.7872965;-38.4789375;622414410;-3.7867831;-38.478982;0.00051532495573193;f
1524517392;-3.767514;-38.638333;1524517393;-3.7675596;-38.6378673;0.000467927184505766;t
599631726;-3.7292604;-38.487496;599631735;-3.7294348;-38.4868286;0.000689810205778926;f
759730057;-3.7325789;-38.4588207;759730251;-3.7323883;-38.4584063;0.000456131253037208;f
1368156055;-3.7399042;-38.4687746;1368156126;-3.7396889;-38.468804;0.000217298067178811;f
265085146;-3.7104077;-38.5776565;265085148;-3.7107771;-38.5765673;0.00115013607890794;t
100497498;-3.7470523;-38.6333167;100470721;-3.7465365;-38.6333169;0.000515800038774782;f
265639932;-3.7360602;-38.5397793;265639880;-3.7361449;-38.5395137;0.000278778496300206;f
616927641;-3.7562555;-38.5043434;616927645;-3.7555489;-38.5041288;0.000738469173359924;f
264770645;-3.7522021;-38.5197048;264770646;-3.7524467;-38.5194367;0.000362914273623794;f
1295889070;-3.7322649;-38.5706583;1295889410;-3.7320795;-38.5690927;0.00157653941276382;f
253383343;-3.7816992;-38.5336656;253383344;-3.78168;-38.533992;0.000326964218224497;t
265085171;-3.716136;-38.561114;1463034546;-3.716318;-38.5606036;0.000541878362737506;t
264955237;-3.8075732;-38.5242485;264943527;-3.8072177;-38.5242758;0.00035654668698537;t
616676251;-3.7509724;-38.5028425;616676252;-3.7511865;-38.5026279;0.000303136883271955;f
477358148;-3.747224;-38.4965572;622542218;-3.7471557;-38.4965277;7.43985214894484e-05;t
629737195;-3.7505864;-38.5546643;629737198;-3.7512681;-38.5539198;0.00100945289141897;f
1295782618;-3.7394212;-38.5886119;264899035;-3.7392971;-38.5878254;0.000796230531940819;t
264943841;-3.8222008;-38.5228007;264943827;-3.8219254;-38.5234249;0.000682254204827922;f
264899045;-3.7370352;-38.5711932;264899046;-3.7369935;-38.5705303;0.000664210282969452;t
629736554;-3.7508373;-38.5436071;263951179;-3.749935;-38.5428661;0.00116757282000226;f
1295782674;-3.7647187;-38.5892308;1295782577;-3.7617986;-38.5876748;0.00330879434386631;f
265212021;-3.7216533;-38.5266572;265212024;-3.7216764;-38.5265393;0.000120141666377081;t
1524517464;-3.7718137;-38.6276377;1524517459;-3.7715637;-38.6279732;0.000418402019592302;f
1371756384;-3.8189471;-38.48257;1371756435;-3.8186192;-38.4828256;0.000415752053509814;t
263930217;-3.7673156;-38.5028248;263930219;-3.7665322;-38.5044734;0.00182526642439111;f
621913427;-3.7230915;-38.4755043;621913428;-3.7236589;-38.4752146;0.000637078370373519;f
264955060;-3.8390607;-38.5667195;264955061;-3.8395782;-38.5665183;0.000555236607222258;f
1295783798;-3.7481405;-38.584671;1275276053;-3.7468112;-38.5847388;0.0013310279223216;t
1304306976;-3.7240134;-38.5929531;1304306623;-3.7247097;-38.5931647;0.000727741884186979;f
622031895;-3.7944026;-38.4826175;622031898;-3.7950663;-38.4825209;0.000670693111639498;f
253390902;-3.7799837;-38.5156128;253390903;-3.7799953;-38.5156982;8.61842212969101e-05;t
1304306956;-3.6835768;-38.6611567;1304307011;-3.6840747;-38.658791;0.0024175278488558;f
622394280;-3.8051169;-38.4653602;622394281;-3.805331;-38.4651992;0.000267880215767276;f
264770588;-3.7372366;-38.5295788;264770586;-3.7373573;-38.5291384;0.000456640613614232;t
265626349;-3.7359964;-38.5300024;265626313;-3.7362585;-38.5292824;0.00076622216752173;f
1194323733;-3.8438525;-38.5854402;1194325033;-3.8441218;-38.5854507;0.000269504619626335;t
1295889092;-3.6959697;-38.5812486;1295889335;-3.6958734;-38.5815436;0.000310320302269698;f
100502683;-3.7179744;-38.4760264;100435778;-3.7187906;-38.4761453;0.00082481491863285;f
1194468414;-3.8475563;-38.6064526;1194468419;-3.8476313;-38.6065706;0.000139817738503238;t
622022534;-3.7752077;-38.472865;622414423;-3.775785;-38.4731386;0.000638852291222062;f
1283719770;-3.7606453;-38.6137516;1283718966;-3.761748;-38.6142559;0.00121254516616999;f
1302847920;-3.7345261;-38.5842682;1295889254;-3.7351963;-38.5841918;0.000674540584397789;t
263323113;-3.7315715;-38.5845369;263323115;-3.7348605;-38.5919772;0.00813483774208098;f
1285207957;-3.7615178;-38.5695166;1285207970;-3.762385;-38.569973;0.000979967754570377;f
1295889476;-3.6957288;-38.5803205;1295889294;-3.6953059;-38.581667;0.001411349233893;f
1355406344;-3.7491312;-38.6035222;1355406525;-3.7489224;-38.6034954;0.000210512897466973;f
264771052;-3.7333261;-38.5350902;264899099;-3.7322903;-38.5347719;0.00108360349298001;t
622541630;-3.7720248;-38.5136024;622541658;-3.7729241;-38.5134736;0.000908476708562972;f
1275276135;-3.7423703;-38.6120296;1275276023;-3.7422847;-38.6114717;0.000564428711173141;t
1326628368;-3.842294;-38.4933849;1326628367;-3.8422619;-38.4933098;8.1672639240697e-05;t
253390822;-3.7856201;-38.5169675;253390823;-3.7846898;-38.5168009;0.000945099809543779;t
616348175;-3.7352576;-38.4980915;616348198;-3.7349537;-38.4990389;0.000994948224784686;t
1304306882;-3.6788231;-38.6608402;1304307042;-3.6782235;-38.6615644;0.000940205190370898;f
100443123;-3.7650374;-38.5060033;100463676;-3.7647796;-38.5060035;0.000257800077579922;f
265206976;-3.6833841;-38.6545033;265206979;-3.6832524;-38.654749;0.00027877119650404;t
616541886;-3.7579969;-38.5139363;616541909;-3.7587379;-38.513761;0.000761453274993139;f
265020843;-3.7645509;-38.5587278;263929953;-3.7644761;-38.5586499;0.000107997453674407;f
264770586;-3.7373573;-38.5291384;252749740;-3.7374331;-38.528684;0.000460678846922849;t
1295783615;-3.7593673;-38.5873659;1295783610;-3.759433;-38.5874092;7.8685322647396e-05;f
253406657;-3.7609648;-38.5239601;253406608;-3.7608261;-38.5237581;0.000245034058852548;t
253390852;-3.8106813;-38.5008384;975719166;-3.8116588;-38.5009309;0.000981866844332717;t
616297151;-3.736714;-38.4899171;616348247;-3.7357338;-38.4895948;0.00103182814945131;t
621999815;-3.7454351;-38.4836904;621999816;-3.7457562;-38.4835616;0.000345969146023003;f
629736945;-3.7476504;-38.5520525;629737261;-3.7489302;-38.5532198;0.0017321885953896;f
621913062;-3.7391292;-38.4774355;621913064;-3.7404782;-38.476384;0.00171039564136236;f
1270760914;-3.7420446;-38.6103156;1270762030;-3.7422388;-38.6102874;0.000196236795734664;t
851240732;-3.7840944;-38.4877277;616919214;-3.7842293;-38.4869627;0.000776803070283502;f
263982085;-3.7600872;-38.6525182;263982086;-3.7597757;-38.6525835;0.00031827085948835;t
263930060;-3.7605085;-38.5263656;990579522;-3.7604844;-38.5266889;0.000324197008011027;t
265085237;-3.7199774;-38.5413883;263302987;-3.7183551;-38.5416235;0.00163926090967807;f
477364105;-3.7451143;-38.5575958;482988549;-3.7458122;-38.5574492;0.000713131102953915;f
622393992;-3.7965528;-38.4817538;622393993;-3.7973128;-38.4819469;0.000784147696545958;f
1275276102;-3.7644671;-38.5778261;1288548141;-3.7642854;-38.5781645;0.000384095626111432;t
100489997;-3.7333774;-38.6107365;100466674;-3.7328624;-38.61202;0.00138296682895827;f
264898897;-3.7505163;-38.5367057;264898923;-3.7504374;-38.5368565;0.000170193566271031;t
1295783309;-3.7547773;-38.5936659;1295783053;-3.7548373;-38.5936779;6.11882341640891e-05;f
263973493;-3.7370161;-38.6455701;263973550;-3.7367758;-38.6455911;0.000241215857687138;t
622393977;-3.7989936;-38.4905086;622393940;-3.7980087;-38.4903798;0.00099328618735994;f
759730116;-3.7379601;-38.457299;759729431;-3.7389343;-38.4568377;0.0010778976435626;f
622539591;-3.787505;-38.5242454;622539438;-3.7879639;-38.5243285;0.000466363399079225;f
265084946;-3.7086378;-38.5871351;265084948;-3.7087106;-38.587427;0.000300841237200475;f
263951151;-3.7529362;-38.5380257;263951152;-3.7528071;-38.538349;0.000348123110406005;t
622394051;-3.8008027;-38.4658537;622394044;-3.8008991;-38.4666476;0.000799731311133891;f
264955086;-3.8436549;-38.5601249;264955087;-3.8437394;-38.5597756;0.000359375486083022;f
265639838;-3.7669676;-38.5517601;265639839;-3.7674505;-38.5521372;0.000612696352196979;f
263984785;-3.8357877;-38.595426;263984786;-3.8396395;-38.597841;0.00454627190563835;t
622392217;-3.7978374;-38.4961948;622392220;-3.7967562;-38.4966133;0.00115936866009145;f
263982097;-3.7654063;-38.6431536;263982098;-3.7654649;-38.6424638;0.000692284623543705;f
476760470;-3.7389245;-38.5036143;477116660;-3.7399088;-38.503907;0.001026898135161;t
263930320;-3.7543112;-38.5042955;263930323;-3.7535703;-38.5038859;0.000846584295860963;t
265204063;-3.7147386;-38.5431778;265204067;-3.7147072;-38.5436378;0.00046107045014516;t
616662916;-3.7107281;-38.5682669;616662867;-3.710332;-38.5692861;0.00109346415122004;f
622050982;-3.7826695;-38.4759334;622050985;-3.7837828;-38.4757832;0.00112338636719531;f
622393930;-3.7942086;-38.491852;622392493;-3.7941363;-38.4925187;0.000670608812941886;f
1304306792;-3.716531;-38.6046388;1304306374;-3.7166661;-38.6042148;0.000445003382005175;f
628525279;-3.7628961;-38.5577706;628524069;-3.7637347;-38.5563438;0.0016549949244613;f
264770317;-3.7474814;-38.5313268;264770748;-3.7468969;-38.531076;0.000636035289902777;t
622392696;-3.7835671;-38.4864423;622392699;-3.7833102;-38.4869788;0.000594835994205843;f
1243889506;-3.8172008;-38.6141824;1243889458;-3.8159066;-38.6129076;0.00181660911590631;t
622031708;-3.7956765;-38.4790653;622031710;-3.795609;-38.4782377;0.000830348125789148;t
616542055;-3.7580718;-38.5150092;616541908;-3.7589069;-38.5148483;0.000850459181854736;f
1295783428;-3.7540932;-38.580696;1295783218;-3.7545696;-38.5798485;0.000972220761972557;f
1302847900;-3.7153483;-38.5780407;1302847914;-3.71648;-38.5777236;0.00117528605028809;f
622414252;-3.8028728;-38.4943978;622414253;-3.8024553;-38.4959213;0.00157967037700666;f
1467096015;-3.7475846;-38.5204657;264770707;-3.7478704;-38.5194464;0.00105860952669336;t
622392865;-3.7846805;-38.4969029;622392866;-3.7868965;-38.4975467;0.00230762528153934;f
622539287;-3.7849892;-38.5268847;622539551;-3.7858349;-38.5270778;0.000867465330719993;f
264899016;-3.7330542;-38.5523071;264899015;-3.7333312;-38.5536822;0.00140272200025228;t
253406655;-3.7401736;-38.5243569;253406682;-3.7399244;-38.523298;0.00108782804248102;f
622032183;-3.7681652;-38.4822638;621999789;-3.7637001;-38.4826293;0.00448003440388583;t
622539860;-3.7613406;-38.5082594;616541931;-3.7614998;-38.5077533;0.000530548631138272;f
599631533;-3.7301975;-38.4932428;599631572;-3.7298126;-38.4943056;0.00113035032180273;t
263284263;-3.8275132;-38.5923489;263284267;-3.8259594;-38.5913328;0.00185654346838084;f
1371756472;-3.8208713;-38.4813874;1371756413;-3.8205148;-38.4815459;0.000390146767254363;t
616663043;-3.7080741;-38.557967;616662992;-3.7076852;-38.557846;0.000407288853272819;f
263283695;-3.7763045;-38.610392;263283699;-3.7758134;-38.6099074;0.000689939395889329;f
252736096;-3.8389507;-38.5840838;263984778;-3.8391289;-38.5843475;0.000318265502370146;t
264770826;-3.7575902;-38.534426;264770828;-3.7565789;-38.534041;0.00108210567413778;t
628525353;-3.7718696;-38.5505008;263929657;-3.7727984;-38.5508272;0.000984482808381785;t
263283219;-3.8033368;-38.6184653;263283222;-3.8037577;-38.6189697;0.000656944571485341;f
626198097;-3.7673192;-38.5350169;626198136;-3.7669301;-38.5360496;0.00110357061395816;f
263929449;-3.8254222;-38.5607542;263929452;-3.8255182;-38.5620047;0.0012541795126742;f
599631665;-3.7283199;-38.4909535;599631634;-3.7286547;-38.4908762;0.000343607814230409;f
1327059567;-3.7872718;-38.5035526;622032172;-3.7829157;-38.5023907;0.00450839426181849;f
616324458;-3.752826;-38.4685658;616324459;-3.751916;-38.4713982;0.00297499407730758;f
616662756;-3.7197856;-38.579382;616662757;-3.7197428;-38.5800901;0.00070939231035857;f
616663133;-3.7217822;-38.561713;1295889478;-3.7228614;-38.5614124;0.0011202825536436;f
1288548216;-3.753774;-38.5687155;1288548409;-3.7549501;-38.5694529;0.00138815343892434;f
1524517476;-3.7738782;-38.6273901;1524517474;-3.7738519;-38.6274196;3.95213866181199e-05;f
263283496;-3.7899575;-38.6063214;263283580;-3.7897044;-38.6065594;0.000347424250738626;f
264770334;-3.7228575;-38.5234233;264770335;-3.7229098;-38.5237513;0.000332143478036407;f
616542025;-3.7409639;-38.5207813;616542024;-3.7398486;-38.5203247;0.00120514631891715;t
1243889470;-3.7859515;-38.5830605;1243889424;-3.7870119;-38.5847458;0.00199115148845952;t
1271040200;-3.7683525;-38.6038671;1271040190;-3.7686308;-38.6040602;0.00033873071900658;t
616297126;-3.7347538;-38.4958469;621557262;-3.733794;-38.4955646;0.00100045456168537;t
622031952;-3.7707863;-38.5035495;622031870;-3.7708934;-38.5030988;0.00046325036427569;f
622392480;-3.7916844;-38.4958774;622392483;-3.792324;-38.4958896;0.000639716343389758;f
1304306487;-3.7181962;-38.6090467;1304306958;-3.7179981;-38.6089609;0.00021588249118474;f
1463048544;-3.7199412;-38.5440039;1463048559;-3.7195034;-38.544082;0.000444711648150496;f
264954220;-3.8505241;-38.5506417;264954221;-3.851408;-38.5486383;0.00218972390268697;f
263283099;-3.7479047;-38.6048309;263283101;-3.7468814;-38.6052937;0.00112308803305633;f
622394060;-3.8016913;-38.4760246;622031773;-3.8017036;-38.4768239;0.000799394633454159;f
622541151;-3.7759109;-38.5177759;622541132;-3.7757075;-38.5172287;0.000583780266880973;f
622031888;-3.7754539;-38.5021976;622031972;-3.776653;-38.5023693;0.00121133054943666;f
622422596;-3.7950133;-38.4723197;622422597;-3.7951504;-38.4739668;0.0016527960612243;t
1247897492;-3.7604097;-38.608811;1247897565;-3.7619318;-38.6094254;0.00164142492060905;f
622031993;-3.774726;-38.5057596;622031991;-3.7747902;-38.505824;9.09340420301833e-05;f
622540828;-3.761726;-38.5155014;622540830;-3.7609766;-38.5156087;0.000757042700249401;f
626124764;-3.7369839;-38.5482791;626124771;-3.7368075;-38.5474442;0.000853331688150399;f
482794808;-3.7252028;-38.5224339;476816777;-3.7253541;-38.5220907;0.0003750705666968;t
622414480;-3.7505932;-38.5007845;616676258;-3.7499006;-38.5005593;0.000728292386340108;t
1295889149;-3.7288801;-38.5726759;1295889427;-3.7276604;-38.5725636;0.00122485892248847;f
616927929;-3.7729381;-38.4820918;622022578;-3.7738163;-38.481965;0.000887306869126391;t
622031874;-3.773998;-38.4991292;1327059576;-3.7739618;-38.4992185;9.63583416205007e-05;f
1327035250;-3.8387813;-38.4925665;1327035220;-3.8393904;-38.4921627;0.000730792207129257;t
529686379;-3.7166975;-38.4628908;100514365;-3.7124912;-38.4640796;0.00437106453052368;f
263930099;-3.7590717;-38.5276387;263930102;-3.7585876;-38.5268934;0.000888720934825772;f
264954677;-3.793903;-38.5147933;264954678;-3.7936303;-38.5147543;0.000275474663081901;f
1355406297;-3.7594101;-38.6340193;1355406376;-3.7585342;-38.6334701;0.00103383821268226;f
100427440;-3.7526528;-38.4906107;100451166;-3.752653;-38.4908674;0.000256700077913279;f
622542188;-3.7474774;-38.4954869;619231056;-3.7475526;-38.4955097;7.8580404680994e-05;t
263930018;-3.7761894;-38.5254866;263930022;-3.7763179;-38.5236844;0.00180677532914327;f
477466873;-3.7453623;-38.5193179;587741471;-3.74547;-38.5184091;0.000915159401413682;f
1295783755;-3.7753119;-38.5816616;1295783080;-3.7739737;-38.5809911;0.00149677970656945;t
1295889205;-3.7366253;-38.5863552;759583681;-3.736579;-38.5863562;4.63107978770642e-05;f
482988500;-3.7358301;-38.5595586;482988501;-3.7356108;-38.5583895;0.00118949035305589;f
264771070;-3.7318349;-38.5418282;264899107;-3.732961;-38.5416082;0.00114738886607789;f
1462976278;-3.7104123;-38.5635496;616663036;-3.709604;-38.5632673;0.000856178824779801;f
265085159;-3.7136417;-38.5682023;265085161;-3.7140058;-38.5671614;0.00110274277145617;t
1270760917;-3.7427985;-38.6140413;1270762020;-3.742762;-38.6137968;0.000247209425380519;t
621912992;-3.7342232;-38.4746267;621912998;-3.7351905;-38.4711487;0.00361000738087995;f
263333583;-3.7629463;-38.5983832;263333584;-3.762671;-38.598589;0.000343720424179777;f
599631434;-3.7233338;-38.5136067;599631436;-3.7233509;-38.514299;0.000692511155149118;f
263973415;-3.7432721;-38.6178631;1289742229;-3.7432197;-38.618851;0.000989288719230532;t
622392483;-3.792324;-38.4958896;622392485;-3.7929031;-38.4959007;0.000579206370821739;f
616325650;-3.7393096;-38.4884553;616348285;-3.7391484;-38.4889555;0.000525533519392167;t
622393982;-3.7989079;-38.4914741;622393938;-3.7978909;-38.4913669;0.00102263426502296;f
622394051;-3.8008027;-38.4658537;622394277;-3.8032114;-38.4656284;0.00241921387644771;f
265075236;-3.7386797;-38.5510104;265075237;-3.738904;-38.5520798;0.00109266959781858;t
